Brand,Product Name,Category,Sub-CAT,Branch,Customers,Month,Month No.,year,Sum of Volum(Kg),Number of Box,Sum of Value ($)
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2C,March,3,2024,14.4,2.666666667,21.14632258
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2C,March,3,2024,11.772,2.18,17.53052903
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2C,March,3,2024,7.812,1.446666667,11.71122581
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2C,March,3,2024,2.34,0.433333333,3.522580645
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2C,March,3,2024,0.216,0.04,0.32516129
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2M,March,3,2024,1.836,0.34,3.071471624
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2M,March,3,2024,33.948,6.286666667,49.84690621
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2C,March,3,2024,79.884,14.79333333,121.50272
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2C,March,3,2024,160.236,29.67333333,249.6802968
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2C,March,3,2024,78.552,14.54666667,125.7451742
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2C,March,3,2024,43.164,7.993333333,69.53516129
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2C,March,3,2024,4.032,0.746666667,6.503225806
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2B,March,3,2024,4.068,0.753333333,5.860451613
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2W,March,3,2024,39.204,7.26,58.16148387
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2B,March,3,2024,0.216,0.04,0.348387097
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2M,March,3,2024,2.052,0.38,3.073291677
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2B,March,3,2024,4.86,0.9,7.56
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2M,March,3,2024,3.852,0.713333333,5.541371204
Kalleh,CREAM YOGURT 8% FAT 1500 gr (Maac),Yogurt,Set Yogurt-Ful Fat,Arak,B2C,March,3,2024,4.32,0.48,6.418656
Kalleh,CREAM YOGURT 8% FAT 1500 gr (Maac),Yogurt,Set Yogurt-Ful Fat,Arak,B2C,March,3,2024,4.2,0.466666667,6.302415484
Kalleh,CREAM YOGURT 8% FAT 1500 gr (Maac),Yogurt,Set Yogurt-Ful Fat,Arak,B2C,March,3,2024,4.14,0.46,6.255192774
Kalleh,CREAM YOGURT 8% FAT 1500 gr (Maac),Yogurt,Set Yogurt-Ful Fat,Arak,B2C,March,3,2024,1.62,0.18,2.451948387
Kalleh,CREAM YOGURT 8% FAT 1500 gr (Maac),Yogurt,Set Yogurt-Ful Fat,Arak,B2W,March,3,2024,0.36,0.04,0.523045161
Kalleh,CREAM YOGURT 8% FAT 1500 gr (Maac),Yogurt,Set Yogurt-Ful Fat,Arak,B2M,March,3,2024,5.04,0.56,7.413614921
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,1.107692308,0.153846154,1.046550868
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.830769231,0.115384615,0.784913151
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2M,March,3,2024,0.553846154,0.076923077,0.502344417
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,1.384615385,0.192307692,1.308188586
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,6.646153846,0.923076923,6.279305211
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,5.815384615,0.807692308,5.49439206
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.830769231,0.115384615,0.784913151
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,March,3,2024,3.6,0.5,3.166451613
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2M,March,3,2024,1.107692308,0.153846154,1.004688834
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2C,March,3,2024,2.492307692,0.346153846,2.269707196
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2C,March,3,2024,0.276923077,0.038461538,0.261637717
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2C,March,3,2024,22.15384615,3.076923077,9.445121588
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2W,March,3,2024,24.92307692,3.461538462,13.15295285
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,March,3,2024,1.938461538,0.269230769,1.796142928
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,March,3,2024,0.553846154,0.076923077,0.523275434
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,March,3,2024,1.384615385,0.192307692,1.308188586
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,March,3,2024,1.107692308,0.153846154,1.046550868
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,March,3,2024,0.553846154,0.076923077,0.523275434
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,March,3,2024,25.75384615,3.576923077,24.32445856
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,March,3,2024,26.30769231,3.653846154,24.8241866
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,March,3,2024,13.43076923,1.865384615,12.68158015
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,March,3,2024,6.092307692,0.846153846,5.756029777
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,March,3,2024,2.215384615,0.307692308,2.093101737
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2W,March,3,2024,53.16923077,7.384615385,45.13553353
, ,,,, ,March,3,2024,0.0,1.346153846,8.461572531
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2M,March,3,2024,13.29230769,1.846153846,12.09812804
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,1.661538462,0.230769231,1.561977171
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,4.430769231,0.615384615,4.174429777
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,3.323076923,0.461538462,3.123954342
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,0.553846154,0.076923077,0.523275434
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2W,March,3,2024,1.384615385,0.192307692,1.217866005
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2M,March,3,2024,1.938461538,0.269230769,1.776520099
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2C,March,3,2024,5.815384615,0.807692308,5.2262134
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2C,March,3,2024,4.153846154,0.576923077,3.812061538
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2C,March,3,2024,4.707692308,0.653846154,4.330104218
 , , ,,,,March,3,2024,0.0,0.076923077,0.523275434
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2B,March,3,2024,4.153846154,0.576923077,3.721369727
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,March,3,2024,4.32,0.6,3.980870194
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,March,3,2024,7.344,1.02,6.884211613
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,March,3,2024,3.456,0.48,3.259796645
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,March,3,2024,0.72,0.1,0.680258065
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,March,3,2024,0.144,0.02,0.136051613
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2W,March,3,2024,41.472,5.76,35.66266044
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2M,March,3,2024,2.592,0.36,2.379832689
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,March,3,2024,26.58461538,3.692307692,21.89231529
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.830769231,0.115384615,0.784913151
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.830769231,0.115384615,0.784913151
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.830769231,0.115384615,0.784913151
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,1.107692308,0.153846154,1.046550868
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,March,3,2024,1.384615385,0.192307692,1.21343129
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2M,March,3,2024,0.830769231,0.115384615,0.748283871
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,3.738461538,0.519230769,3.516410918
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,11.76923077,1.634615385,11.11960298
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,4.707692308,0.653846154,4.447841191
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,3.876923077,0.538461538,3.66292804
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.830769231,0.115384615,0.784913151
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,March,3,2024,16.89230769,1.846153846,11.42418282
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,March,3,2024,7.476923077,1.038461538,6.563852556
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2M,March,3,2024,6.646153846,0.923076923,5.939176179
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2M,March,3,2024,0.553846154,0.076923077,0.497111663
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,20.16,2.8,18.56133053
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,17.496,2.43,16.51569084
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,6.768,0.94,6.570539355
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,4.968,0.69,4.852631742
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,0.576,0.08,0.562787097
Kalleh,FRESH YOGHURT 1.5% FAT 1800 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2W,March,3,2024,3.744,0.52,3.292304516
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2C,March,3,2024,0.192307692,0.038461538,0.196526055
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2W,March,3,2024,9.615384615,1.923076923,8.948883375
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,14.03846154,2.807692308,13.85889454
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.961538462,0.192307692,0.968873449
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.673076923,0.134615385,0.687841191
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.961538462,0.192307692,0.982630273
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,March,3,2024,7.692307692,1.538461538,7.428684864
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,8.451923077,1.690384615,8.500095782
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,9.519230769,1.903846154,9.728039702
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,10.61538462,2.123076923,10.84823821
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,5.576923077,1.115384615,5.699255583
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,3.269230769,0.653846154,3.340942928
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,March,3,2024,9.615384615,1.923076923,9.236724566
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2M,March,3,2024,2.5,0.5,2.415305211
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.675,0.115384615,0.57483871
 ,FRESH YOGURT 1.5% FAT 650 gr, ,Set Yogurt-Low Fat,Tehran,,March,3,2024,0.675,0.115384615,0.57483871
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.675,0.115384615,0.57483871
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.9,0.153846154,0.766451613
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2M,March,3,2024,1.1,0.188034188,0.894512903
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,2.25,0.384615385,1.910380645
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,16.75,2.863247863,14.26451613
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,4.375,0.747863248,3.725806452
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,2.25,0.384615385,1.916129032
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,0.225,0.038461538,0.191612903
 , ,,,, ,March,3,2024,0.0,0.482905983,2.382580645
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2M,March,3,2024,0.45,0.076923077,0.367896774
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2C,March,3,2024,23.25,3.974358974,19.23122903
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2C,March,3,2024,20.175,3.448717949,17.10847742
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2C,March,3,2024,13.525,2.311965812,11.51806452
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2C,March,3,2024,6.725,1.14957265,5.727096774
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2C,March,3,2024,0.45,0.076923077,0.383225806
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2B,March,3,2024,0.675,0.115384615,0.563449132
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2W,March,3,2024,43.75,7.478632479,34.98015397
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,March,3,2024,18.675,3.192307692,15.37693548
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,March,3,2024,10.45,1.786324786,8.891690323
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,March,3,2024,10.85,1.854700855,9.24
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,March,3,2024,6.3,1.076923077,5.36516129
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,March,3,2024,0.7,0.11965812,0.596129032
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,March,3,2024,1.85,0.316239316,1.555470968
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,March,3,2024,18.075,3.08974359,15.14572258
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,March,3,2024,7.975,1.363247863,6.783948387
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,,Set Yogurt-Low Fat,Arak,B2C,March,3,2024,6.75,1.153846154,5.748387097
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,March,3,2024,2.025,0.346153846,1.724516129
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,March,3,2024,68.175,11.65384615,57.9609871
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,March,3,2024,91.2,15.58974359,77.4774
,,,,, ,March,3,2024,,8.923076923,
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,March,3,2024,37.325,6.38034188,31.76920645
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,March,3,2024,5.175,0.884615385,4.407096774
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2W,March,3,2024,263.25,45.0,203.0281888
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2W,March,3,2024,26.55,4.538461538,21.03965109
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2B,March,3,2024,22.5,3.846153846,18.22382308
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2M,March,3,2024,45.475,7.773504274,37.18759355
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,33.5,5.726495726,28.18412903
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,55.3,9.452991453,47.02233871
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,35.25,6.025641026,29.97336774
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,14.375,2.457264957,12.20840323
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,March,3,2024,1.35,0.230769231,1.149677419
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2W,March,3,2024,17.55,3.0,13.76129032
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2W,March,3,2024,160.125,27.37179487,128.1
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2M,March,3,2024,14.775,2.525641026,12.20510323
Kalleh,FRESH YOGURT 1.5% FAT 650 gr, ,Set Yogurt-Low Fat,Ahvaz,B2C,March,3,2024,0.45,0.076923077,0.367896774
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2C,March,3,2024,3.1,0.52991453,2.541851613
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2C,March,3,2024,2.55,0.435897436,2.129670968
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2C,March,3,2024,1.65,0.282051282,1.401329032
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2B,March,3,2024,0.675,0.115384615,0.563449132
Kalleh,FRESH YOGURT 1.5% FAT 650 gr, ,Set Yogurt-Low Fat,Amol,B2C,March,3,2024,3.9,0.666666667,3.221651613
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Amol,B2C,March,3,2024,3.825,0.653846154,3.159696774
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Amol,B2C,March,3,2024,0.9,0.153846154,0.766451613
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Amol,B2C,March,3,2024,2.025,0.346153846,1.724516129
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Amol,B2W,March,3,2024,14.475,2.474358974,11.58
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,,Set Yogurt-Low Fat,Hamedan,,March,3,2024,3.6,0.615384615,3.065806452
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Hamedan,B2C,March,3,2024,4.9,0.837606838,4.172903226
 , , ,,, ,March,3,2024,0.0,0.384615385,
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Hamedan,B2C,March,3,2024,0.45,0.076923077,0.383225806
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2W,March,3,2024,18.252,3.12,14.60227107
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,9.65,1.64957265,8.093196774
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,10.175,1.739316239,8.66516129
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,4.675,0.799145299,3.981290323
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,5.475,0.935897436,4.662580645
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,March,3,2024,2.025,0.346153846,1.724516129
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2B,March,3,2024,1.3,0.222222222,1.08516129
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,March,3,2024,5.4,0.923076923,4.307274119
