Brand,Product Name,Category,Sub-CAT,Branch,Customers,Month,Month No.,year,Sum of Volum(Kg),Number of Box,Sum of Value ($)
Kalleh,BREAKFAST YOGURT 450 gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2C,January,1,2022,2662.1,492.9814815,4836.136403
Kalleh,BREAKFAST YOGURT 450 gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2W,January,1,2022,0.033333333,0.00617284,0.059259259
Kalleh,BREAKFAST YOGURT 450 gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2M,January,1,2022,210.4833333,38.97839506,406.7601975
Kalleh,BREAKFAST YOGURT 450 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2C,January,1,2022,27.0,5.0,47.61657383
Kalleh,BREAKFAST YOGURT 450 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2M,January,1,2022,21.66666667,4.012345679,36.22335802
Kalleh,BREAKFAST YOGURT 450 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2W,January,1,2022,11.81666667,2.188271605,19.61950617
Kalleh,BREAKFAST YOGURT 450 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2B,January,1,2022,20.03333333,3.709876543,33.89259259
Kalleh,BREAKFAST YOGURT 450 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2C,January,1,2022,1351.516667,250.2808642,2381.8884
Kalleh,BREAKFAST YOGURT 450 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2W,January,1,2022,252.0,46.66666667,390.32
Kalleh,BREAKFAST YOGURT 450 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2M,January,1,2022,21.31666667,3.947530864,40.16486173
Kalleh,BREAKFAST YOGURT 700 gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2C,January,1,2022,474.7296296,113.0308642,1007.64876
Kalleh,BREAKFAST YOGURT 700 gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2W,January,1,2022,0.025925926,0.00617284,0.052592593
Kalleh,BREAKFAST YOGURT 700 gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2M,January,1,2022,11.58888889,2.759259259,25.87081481
Kalleh,BREAKFAST YOGURT 700 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2B,January,1,2022,6.092592593,1.450617284,11.75
Kalleh,BREAKFAST YOGURT 700 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2C,January,1,2022,357.6740741,85.16049383,739.6214988
Kalleh,BREAKFAST YOGURT 700 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2M,January,1,2022,7.0,1.666666667,14.59090568
Kalleh,CREAM YOGURT 10% FAT 1500 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2B,January,1,2022,0.666666667,0.074074074,0.931851852
Kalleh,CREAM YOGURT 10% FAT 1500 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2C,January,1,2022,231.0555556,25.67283951,293.9541956
Kalleh,CREAM YOGURT 10% FAT 1500 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2W,January,1,2022,88.16666667,9.796296296,22.375609
Kalleh,CREAM YOGURT 10% FAT 1500 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2M,January,1,2022,189.0,21.0,247.2763217
Kalleh,CREAM YOGURT 10% FAT 1500 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2W,January,1,2022,91.33333333,10.14814815,112.1816543
Kalleh,CREAM YOGURT 10% FAT 1500 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2B,January,1,2022,24.38888889,2.709876543,34.38098765
Kalleh,CREAM YOGURT 10% FAT 1500 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2C,January,1,2022,222.0555556,24.67283951,305.5720175
Kalleh,CREAM YOGURT 10% FAT 1500 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2M,January,1,2022,13.16666667,1.462962963,18.62167901
Kalleh,CREAM YOGURT 10% FAT 450gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2B,January,1,2022,1.6,0.296296296,2.488888889
Kalleh,CREAM YOGURT 10% FAT 450gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2C,January,1,2022,1335.516667,247.3179012,2056.419933
Kalleh,CREAM YOGURT 10% FAT 450gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2W,January,1,2022,1008.033333,186.6728395,1276.851852
Kalleh,CREAM YOGURT 10% FAT 450gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2M,January,1,2022,101.75,18.84259259,162.7733333
Kalleh,CREAM YOGURT 10% FAT 450gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2C,January,1,2022,68.01666667,12.59567901,92.99564543
Kalleh,CREAM YOGURT 10% FAT 450gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2W,January,1,2022,7.166666667,1.327160494,9.077851852
Kalleh,CREAM YOGURT 10% FAT 450gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2M,January,1,2022,51.15,9.472222222,66.75451531
Kalleh,CREAM YOGURT 10% FAT 450gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2W,January,1,2022,35.43333333,6.561728395,45.56760494
Kalleh,CREAM YOGURT 10% FAT 450gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2B,January,1,2022,22.41666667,4.151234568,32.04962963
Kalleh,CREAM YOGURT 10% FAT 450gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2M,January,1,2022,9.766666667,1.808641975,14.632
 ,CREAM YOGURT 10% FAT 900 gr, ,Set Yogurt-Ful Fat,Mashhad,,January,1,2022,1.0,0.185185185,1.518518519
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2C,January,1,2022,170.2333333,31.52469136,255.2455311
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2W,January,1,2022,13.2,2.444444444,16.73481481
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Mashhad,B2M,January,1,2022,80.03333333,14.82098765,123.1762763
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2B,January,1,2022,0.8,0.148148148,1.185185185
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2C,January,1,2022,15.16666667,2.808641975,20.45182716
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2W,January,1,2022,2.8,0.518518519,3.525950617
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2M,January,1,2022,40.43333333,7.487654321,54.4074321
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Arak,B2W,January,1,2022,4.066666667,0.75308642,5.273506173
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2B,January,1,2022,11.36666667,2.104938272,15.34452
, ,,,,,January,1,2022,0.0,112.7592593,833.5238348
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2W,January,1,2022,13.2,2.444444444,16.72
Kalleh,CREAM YOGURT 10% FAT 900 gr,Yogurt,Set Yogurt-Ful Fat,Shiraz,B2M,January,1,2022,10.36666667,1.919753086,14.9145284
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2C,January,1,2022,321.6,59.55555556,191.9416132
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2W,January,1,2022,43.0,7.962962963,25.63185185
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2W,January,1,2022,163.8,30.33333333,91.11407407
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,January,1,2022,116.6,21.59259259,71.50145373
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2W,January,1,2022,73.6,13.62962963,42.91333333
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,January,1,2022,100.2,18.55555556,61.04979496
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2W,January,1,2022,119.0,22.03703704,67.71148148
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,January,1,2022,338.8,62.74074074,215.2084118
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2W,January,1,2022,308.2,57.07407407,174.0596296
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2W,January,1,2022,325.8333333,60.33950617,183.1559259
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,January,1,2022,235.3333333,43.58024691,144.0978873
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2W,January,1,2022,268.8,49.77777778,160.2844444
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2W,January,1,2022,40.8,7.555555556,24.29518519
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2C,January,1,2022,22.2,4.111111111,13.85250015
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2W,January,1,2022,15.8,2.925925926,9.418148148
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Amol,B2C,January,1,2022,22.2,4.111111111,13.45489911
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Amol,B2W,January,1,2022,22.4,4.148148148,13.35703704
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Amol,B2W,January,1,2022,22.4,4.148148148,13.20074074
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Mashhad,B2C,January,1,2022,57.6,10.66666667,35.57729277
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Mashhad,B2W,January,1,2022,42.4,7.851851852,24.73888889
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Hamedan,B2W,January,1,2022,2.2,0.407407407,1.311851852
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,January,1,2022,8.033333333,1.487654321,3.970135309
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2M,January,1,2022,0.966666667,0.179012346,0.845135802
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2W,January,1,2022,0.8,0.148148148,0.675555556
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,January,1,2022,12.53333333,2.320987654,7.850879358
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,January,1,2022,2.0,0.37037037,1.192592593
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,January,1,2022,59.8,11.07407407,37.785668
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,January,1,2022,44.8,8.296296296,26.71407407
Kalleh,FRESH LOW FAT YOGURT 400 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,January,1,2022,47.2,8.740740741,28.14518519
Kalleh,FRESH LOW FAT YOGURT 400 gr (Maac),Yogurt,Set Yogurt-Low Fat,Tehran,B2C,January,1,2022,3.0,0.555555556,1.912058741
Kalleh,FRESH LOW FAT YOGURT 400 gr (Maac),Yogurt,Set Yogurt-Low Fat,Tehran,B2C,January,1,2022,12.7,2.351851852,7.984080741
Kalleh,FRESH LOW FAT YOGURT 400 gr (Maac),Yogurt,Set Yogurt-Low Fat,Tehran,B2W,January,1,2022,4.0,0.740740741,2.4
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2W,January,1,2022,19.07407407,3.814814815,18.00592593
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2W,January,1,2022,1.111111111,0.222222222,1.048888889
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2B,January,1,2022,53.88888889,10.77777778,52.52222222
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,January,1,2022,19.44444444,3.888888889,19.40246914
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,January,1,2022,17.03703704,3.407407407,16.72672516
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2W,January,1,2022,18.51851852,3.703703704,17.31222222
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2C,January,1,2022,2.407407407,0.481481481,2.385920321
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Ahvaz,B2W,January,1,2022,1.111111111,0.222222222,1.048888889
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Mashhad,B2C,January,1,2022,35.74074074,7.148148148,33.23398899
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Mashhad,B2W,January,1,2022,55.92592593,11.18518519,41.53518519
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,January,1,2022,9.62962963,1.925925926,9.56647516
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,January,1,2022,6.481481481,1.296296296,6.118518519
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,January,1,2022,31.2962963,6.259259259,31.15684311
Kalleh,FRESH YOGURT 1.5% FAT 125 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,January,1,2022,28.14814815,5.62962963,26.57185185
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2C,January,1,2022,61.31666667,10.48148148,25.12765721
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2W,January,1,2022,0.072222222,0.012345679,0.058888889
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Karaj,B2W,January,1,2022,165.5333333,28.2962963,57.64888889
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tabriz,B2C,January,1,2022,10.4,1.777777778,8.729676691
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,January,1,2022,23.37592593,3.995884774,16.59414701
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2W,January,1,2022,7.67962963,1.312757202,6.213703704
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2C,January,1,2022,91.21666667,15.59259259,79.45070123
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2W,January,1,2022,33.8,5.777777778,25.03407407
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Isfahan,B2W,January,1,2022,92.51666667,15.81481481,44.40407407
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2C,January,1,2022,217.6777778,37.20987654,112.0555091
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2W,January,1,2022,50.7,8.666666667,32.26222222
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2W,January,1,2022,22.31666667,3.814814815,15.14703704
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Amol,B2C,January,1,2022,8.233333333,1.407407407,6.866826025
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Amol,B2W,January,1,2022,6.283333333,1.074074074,5.107037037
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Mashhad,B2C,January,1,2022,8.45,1.444444444,7.212299012
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Mashhad,B2W,January,1,2022,29.03333333,4.962962963,17.26777778
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Hamedan,B2C,January,1,2022,3.033333333,0.518518519,2.653489136
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Hamedan,B2W,January,1,2022,12.35,2.111111111,10.04888889
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2C,January,1,2022,11.48333333,1.962962963,10.69448988
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2W,January,1,2022,5.85,1.0,5.04
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2M,January,1,2022,27.92592593,4.773662551,24.90104938
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Arak,B2W,January,1,2022,4.333333333,0.740740741,3.804493827
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,January,1,2022,47.06481481,8.04526749,40.23670119
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,January,1,2022,6.716666667,1.148148148,5.288888889
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2C,January,1,2022,85.8,14.66666667,73.85397296
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Tehran,B2W,January,1,2022,34.45,5.888888889,16.74814815
 ,FRESH YOGURT 1.5% FAT 650 gr, ,Set Yogurt-Low Fat,Shiraz, ,January,1,2022,110.7166667,18.92592593,109.3608519
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2W,January,1,2022,58.71666667,10.03703704,48.05733333
Kalleh,FRESH YOGURT 1.5% FAT 650 gr,Yogurt,Set Yogurt-Low Fat,Shiraz,B2M,January,1,2022,10.06296296,1.720164609,10.1137037
Kalleh,FRESH YOGURT 1.5% FAT 650 gr (Maac),Yogurt,Set Yogurt-Low Fat,Tehran,B2C,January,1,2022,14.44444444,2.469135802,11.9314982
Kalleh,FRESH YOGURT 1.5% FAT 650 gr (Maac),Yogurt,Set Yogurt-Low Fat,Tehran,B2W,January,1,2022,2.888888889,0.49382716,2.251851852
Kalleh,FRESH YOGURT 1.5% FAT 650 gr (Maac),Yogurt,Set Yogurt-Low Fat,Tehran,B2C,January,1,2022,31.48888889,5.382716049,26.4364482
Kalleh,FRESH YOGURT 1.5% FAT 650 gr (Maac),Yogurt,Set Yogurt-Low Fat,Tehran,B2W,January,1,2022,8.666666667,1.481481481,5.066666667
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Karaj,B2B,January,1,2022,2.962962963,0.37037037,3.308641975
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Karaj,B2C,January,1,2022,657.9259259,82.24074074,705.7794823
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Karaj,B2W,January,1,2022,1104.0,138.0,1183.554444
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Karaj,B2W,January,1,2022,310.5185185,38.81481481,333.0311111
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tabriz,B2B,January,1,2022,14.22222222,1.777777778,15.42189647
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tabriz,B2C,January,1,2022,260.4444444,32.55555556,283.975962
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tabriz,B2W,January,1,2022,358.5185185,44.81481481,375.7607407
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Arak,B2C,January,1,2022,175.4074074,21.92592593,193.4952952
,, ,,, ,January,1,2022,,33.77777778,0.0
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Isfahan,B2B,January,1,2022,116.7407407,14.59259259,129.4243492
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Isfahan,B2C,January,1,2022,596.4444444,74.55555556,669.6291324
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Isfahan,B2W,January,1,2022,607.4074074,75.92592593,638.6392593
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Isfahan,B2W,January,1,2022,838.2222222,104.7777778,881.1448148
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Shiraz,B2B,January,1,2022,2.074074074,0.259259259,1.98310158
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Shiraz,B2C,January,1,2022,147.7037037,18.46296296,161.1480545
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Shiraz,B2W,January,1,2022,133.3333333,16.66666667,143.0
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Shiraz,B2W,January,1,2022,180.1481481,22.51851852,191.0925926
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Ahvaz,B2B,January,1,2022,102.2222222,12.77777778,110.7199699
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Ahvaz,B2C,January,1,2022,1703.703704,212.962963,1886.286294
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Ahvaz,B2W,January,1,2022,1632.888889,204.1111111,1751.273333
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Ahvaz,B2W,January,1,2022,1535.703704,191.962963,1646.072963
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Amol,B2B,January,1,2022,10.07407407,1.259259259,11.24938272
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Amol,B2C,January,1,2022,488.4444444,61.05555556,545.837037
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Amol,B2W,January,1,2022,290.3703704,36.2962963,311.4222222
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Amol,B2W,January,1,2022,546.0740741,68.25925926,587.157037
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Mashhad,B2C,January,1,2022,258.0740741,32.25925926,289.0735798
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Mashhad,B2W,January,1,2022,258.1481481,32.26851852,276.5544444
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Hamedan,B2B,January,1,2022,5.925925926,0.740740741,6.496064988
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Hamedan,B2C,January,1,2022,214.0740741,26.75925926,240.9519985
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Hamedan,B2W,January,1,2022,300.4444444,37.55555556,322.2266667
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Mashhad,B2B,January,1,2022,68.14814815,8.518518519,73.82716049
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Mashhad,B2C,January,1,2022,646.3703704,80.7962963,689.3887037
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Mashhad,B2M,January,1,2022,253.7037037,31.71296296,292.7718519
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Arak,B2B,January,1,2022,13.11111111,1.638888889,14.76753086
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Arak,B2C,January,1,2022,93.25925926,11.65740741,104.7219306
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Arak,B2W,January,1,2022,30.74074074,3.842592593,30.47733333
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Arak,B2M,January,1,2022,96.44444444,12.05555556,103.635784
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Arak,B2W,January,1,2022,45.03703704,5.62962963,46.44065679
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tehran,B2B,January,1,2022,50.07407407,6.259259259,55.30274691
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tehran,B2C,January,1,2022,761.7777778,95.22222222,840.4334791
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tehran,B2W,January,1,2022,17.77777778,2.222222222,19.33333333
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tehran,B2W,January,1,2022,86.81481481,10.85185185,93.40074074
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tehran,B2B,January,1,2022,32.88888889,4.111111111,36.53612859
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tehran,B2C,January,1,2022,1346.814815,168.3518519,1492.462116
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tehran,B2W,January,1,2022,1463.703704,182.962963,1592.222222
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tehran,B2W,January,1,2022,11.25925926,1.407407407,12.24444444
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Tehran,B2W,January,1,2022,551.1111111,68.88888889,584.5111111
Kalleh,Seven Yogurt 2Kg 5%  4Pc,Yogurt,Stirred Yogurt,Shiraz,B2C,January,1,2022,0.222222222,0.027777778,0.212901235
